,clstr_a,clstr_b,movie_id,cos_smltd,vecino_id
0.0,1.0,4.0,245268,0.13192908933628353,168994
0.0,1.0,4.0,245268,0.12428833414593779,112882
0.0,1.0,4.0,245268,0.11785827773715177,29887
0.0,1.0,4.0,245268,0.11365384465583561,106635
0.0,1.0,4.0,245268,0.1120302910986334,39409
1.0,1.0,4.0,26531,0.18575505063560768,38727
1.0,1.0,4.0,26531,0.17298653456460655,111650
1.0,1.0,4.0,26531,0.16798191569856397,60400
1.0,1.0,4.0,26531,0.16247777503012778,32484
1.0,1.0,4.0,26531,0.16103803393007252,70804
2.0,1.0,4.0,43905,0.2347918255149737,25413
2.0,1.0,4.0,43905,0.12388068343693592,85504
2.0,1.0,4.0,43905,0.11843521816831037,98635
2.0,1.0,4.0,43905,0.11621483442126025,84875
2.0,1.0,4.0,43905,0.10975441335937115,151831
3.0,1.0,4.0,22688,0.32339636799385496,31621
3.0,1.0,4.0,22688,0.22984483934691857,65203
3.0,1.0,4.0,22688,0.22703520948144432,29100
3.0,1.0,4.0,22688,0.18219755240975571,195382
3.0,1.0,4.0,22688,0.13910636715783165,120885
4.0,1.0,4.0,22649,0.15427704388514707,101383
4.0,1.0,4.0,22649,0.1422098892031465,2457
4.0,1.0,4.0,22649,0.12374607827114345,58159
4.0,1.0,4.0,22649,0.12167565035985241,70804
4.0,1.0,4.0,22649,0.11707053534392262,185078
5.0,1.0,4.0,25842,0.13732303652007669,190883
5.0,1.0,4.0,25842,0.08786532277310655,44324
5.0,1.0,4.0,25842,0.08429477001498054,63069
5.0,1.0,4.0,25842,0.0814349650297417,157515
5.0,1.0,4.0,25842,0.07927547066014413,65656
6.0,1.0,4.0,61461,0.12549346098789907,44967
6.0,1.0,4.0,61461,0.12321883826817814,189584
6.0,1.0,4.0,61461,0.1207264236316721,70804
6.0,1.0,4.0,61461,0.12033431332526125,43386
6.0,1.0,4.0,61461,0.11924555319681664,147397
7.0,1.0,4.0,828,0.21192003102005133,775
7.0,1.0,4.0,828,0.14742423478843197,185078
7.0,1.0,4.0,828,0.11642039970477241,26531
7.0,1.0,4.0,828,0.1125687579482805,43172
7.0,1.0,4.0,828,0.10962101688290359,84656
8.0,1.0,4.0,30346,0.109712583350036,28046
8.0,1.0,4.0,30346,0.07211669098670677,25413
8.0,1.0,4.0,30346,0.07042905976717379,216068
8.0,1.0,4.0,30346,0.0692766135222222,13784
8.0,1.0,4.0,30346,0.06702349726028131,49961
9.0,1.0,4.0,653,0.12087549911379376,20650
9.0,1.0,4.0,653,0.1137756371251675,42651
9.0,1.0,4.0,653,0.10894825131843854,3016
9.0,1.0,4.0,653,0.10494808494511805,29415
9.0,1.0,4.0,653,0.08668522766609499,114146
10.0,1.0,4.0,65203,0.22984483934691857,22688
10.0,1.0,4.0,65203,0.1934656074338756,31621
10.0,1.0,4.0,65203,0.15118365161609595,131366
10.0,1.0,4.0,65203,0.1470625715710543,31835
10.0,1.0,4.0,65203,0.1339826298477073,29100
11.0,1.0,4.0,12311,0.08666121033654109,98482
11.0,1.0,4.0,12311,0.06993271350952679,244115
