,clstr_a,clstr_b,movie_id,cos_smltd,vecino_id
0.0,2.0,2.0,76857,0.17810207614821832,117259
0.0,2.0,2.0,76857,0.17179544194539212,134371
0.0,2.0,2.0,76857,0.16388870582717185,122930
0.0,2.0,2.0,76857,0.15898841206512304,28499
0.0,2.0,2.0,76857,0.15894096936235627,207936
1.0,2.0,2.0,10368,0.2180068955179334,7353
1.0,2.0,2.0,10368,0.19715973538641257,340101
1.0,2.0,2.0,10368,0.18882953761379945,145909
1.0,2.0,2.0,10368,0.17638778987349552,153397
1.0,2.0,2.0,10368,0.17117300826914508,298583
2.0,2.0,2.0,28902,0.17529571683129885,241071
2.0,2.0,2.0,28902,0.16972392322195876,22066
2.0,2.0,2.0,28902,0.16857594863524805,238475
2.0,2.0,2.0,28902,0.16018263476060013,132426
2.0,2.0,2.0,28902,0.15814727103618859,61578
3.0,2.0,2.0,9423,0.13151978616772667,4858
3.0,2.0,2.0,9423,0.1303546073978963,291866
3.0,2.0,2.0,9423,0.12647412759980647,47518
3.0,2.0,2.0,9423,0.12085955517132242,109894
3.0,2.0,2.0,9423,0.11252136393422887,12085
4.0,2.0,2.0,45712,0.18681233676360454,32286
4.0,2.0,2.0,45712,0.1437702122826158,50272
4.0,2.0,2.0,45712,0.1373470164033056,413998
4.0,2.0,2.0,45712,0.13428324070716482,209249
4.0,2.0,2.0,45712,0.12379311868737564,62835
5.0,2.0,2.0,125548,0.2998115781178324,259389
5.0,2.0,2.0,125548,0.2171436793051185,298935
5.0,2.0,2.0,125548,0.18774706050951015,355598
5.0,2.0,2.0,125548,0.17514187450536803,1951
5.0,2.0,2.0,125548,0.17431477902882112,22579
6.0,2.0,2.0,16172,0.17304703531209065,8357
6.0,2.0,2.0,16172,0.15118469825961478,24940
6.0,2.0,2.0,16172,0.11911598506094222,167305
6.0,2.0,2.0,16172,0.11433444875932158,15019
6.0,2.0,2.0,16172,0.11432247066414192,3640
7.0,2.0,2.0,18892,0.15275767088935524,286987
7.0,2.0,2.0,18892,0.14927317150033864,34482
7.0,2.0,2.0,18892,0.14287883163615084,26688
7.0,2.0,2.0,18892,0.14253696306267585,10229
7.0,2.0,2.0,18892,0.14160319502232793,30331
8.0,2.0,2.0,18417,0.35105811014537147,76422
8.0,2.0,2.0,18417,0.17881648404839562,385372
8.0,2.0,2.0,18417,0.17193430641980945,4973
8.0,2.0,2.0,18417,0.1667060498762701,9719
8.0,2.0,2.0,18417,0.1648762052140669,46989
9.0,2.0,2.0,796,0.15147633438522135,65760
9.0,2.0,2.0,796,0.1244216710835754,41182
9.0,2.0,2.0,796,0.1081738666625778,129670
9.0,2.0,2.0,796,0.10748305879530813,84797
9.0,2.0,2.0,796,0.1031029116704894,33586
10.0,2.0,2.0,30943,0.15402078897562646,202573
10.0,2.0,2.0,30943,0.14080769420566502,10524
10.0,2.0,2.0,30943,0.1379785780933573,224251
10.0,2.0,2.0,30943,0.13741833908824808,119193
10.0,2.0,2.0,30943,0.13053238194748149,205819
11.0,2.0,2.0,7341,0.25810878957652156,49022
11.0,2.0,2.0,7341,0.24637652522402145,10726
11.0,2.0,2.0,7341,0.24620136681543217,14254
11.0,2.0,2.0,7341,0.23628150256535035,1544
11.0,2.0,2.0,7341,0.23474503274254474,9756
12.0,2.0,2.0,22345,0.16292049398825958,38542
12.0,2.0,2.0,22345,0.10902797617663834,174337
12.0,2.0,2.0,22345,0.10423411564073845,185564
12.0,2.0,2.0,22345,0.10055952476412905,283445
12.0,2.0,2.0,22345,0.09931808194215717,370178
13.0,2.0,2.0,1641,0.1698233702648543,41182
13.0,2.0,2.0,1641,0.168274000119633,22971
13.0,2.0,2.0,1641,0.16187833696535942,59115
13.0,2.0,2.0,1641,0.1493802056881295,35215
13.0,2.0,2.0,1641,0.14425866192368006,33586
14.0,2.0,2.0,47288,0.2584163032871294,165569
14.0,2.0,2.0,47288,0.21981449522886115,1439
14.0,2.0,2.0,47288,0.2080341070889239,168426
14.0,2.0,2.0,47288,0.18061698356036204,28665
14.0,2.0,2.0,47288,0.1414427500730635,15165
15.0,2.0,2.0,16379,0.160594877773015,268920
15.0,2.0,2.0,16379,0.1568031539168862,322850
15.0,2.0,2.0,16379,0.15624303541890291,227325
15.0,2.0,2.0,16379,0.14544027064273077,68202
15.0,2.0,2.0,16379,0.128355144992151,65760
16.0,2.0,2.0,28029,0.3103783306699907,27585
16.0,2.0,2.0,28029,0.279619531798487,4599
16.0,2.0,2.0,28029,0.19503222435096396,2084
16.0,2.0,2.0,28029,0.1881750828092144,118052
16.0,2.0,2.0,28029,0.17527524611336753,44049
17.0,2.0,2.0,9430,0.1821672080957628,238475
17.0,2.0,2.0,9430,0.17922059545467722,98870
17.0,2.0,2.0,9430,0.17057475097510788,18558
17.0,2.0,2.0,9430,0.16953581924969363,13059
17.0,2.0,2.0,9430,0.1589101774426835,23990
18.0,2.0,2.0,11355,0.147620962966971,142499
18.0,2.0,2.0,11355,0.14698489809511722,82626
18.0,2.0,2.0,11355,0.14585360673893444,61038
18.0,2.0,2.0,11355,0.1448082039471711,45511
18.0,2.0,2.0,11355,0.14150660397470471,226363
19.0,2.0,2.0,9465,0.1744612878428152,26290
19.0,2.0,2.0,9465,0.1489581103630574,3037
19.0,2.0,2.0,9465,0.1444523470458907,412105
19.0,2.0,2.0,9465,0.14276959057033367,39193
19.0,2.0,2.0,9465,0.13625521166824067,14166
20.0,2.0,2.0,1946,0.2226721964426465,38510
20.0,2.0,2.0,1946,0.1986209246679041,45572
20.0,2.0,2.0,1946,0.1548132938761922,328387
20.0,2.0,2.0,1946,0.15012933040242066,5248
20.0,2.0,2.0,1946,0.14752370724646646,19166
21.0,2.0,2.0,28519,0.17827913333404355,86023
21.0,2.0,2.0,28519,0.15357961249230695,38376
21.0,2.0,2.0,28519,0.148877503408189,53354
21.0,2.0,2.0,28519,0.12591405982181414,9777
21.0,2.0,2.0,28519,0.11409516930126926,78182
22.0,2.0,2.0,140519,0.22176805631061322,173847
22.0,2.0,2.0,140519,0.20399305921214553,123949
22.0,2.0,2.0,140519,0.20321568651115612,590
22.0,2.0,2.0,140519,0.1867416358776984,243684
22.0,2.0,2.0,140519,0.16853275696356762,347035
23.0,2.0,2.0,31342,0.22683367904199706,75802
23.0,2.0,2.0,31342,0.2096626865091731,71288
23.0,2.0,2.0,31342,0.19208311631919128,91122
23.0,2.0,2.0,31342,0.18979002648600224,298935
23.0,2.0,2.0,31342,0.18913636401722606,244566
24.0,2.0,2.0,509,0.19492494398373056,81273
24.0,2.0,2.0,509,0.16568176211857927,293970
24.0,2.0,2.0,509,0.13936162103958555,4641
24.0,2.0,2.0,509,0.13655282369797866,39376
24.0,2.0,2.0,509,0.13133198115465863,82686
25.0,2.0,2.0,62676,0.1400704308097075,233564
25.0,2.0,2.0,62676,0.13601470194998083,340487
25.0,2.0,2.0,62676,0.13316527031496497,12838
25.0,2.0,2.0,62676,0.12595533603482412,39376
25.0,2.0,2.0,62676,0.12101133034356595,244260
26.0,2.0,2.0,68426,0.14764489240981793,16725
26.0,2.0,2.0,68426,0.12170439202082753,12112
26.0,2.0,2.0,68426,0.11730624379776494,37721
26.0,2.0,2.0,68426,0.11385000054952686,35691
26.0,2.0,2.0,68426,0.11099344567603038,186129
27.0,2.0,2.0,24137,0.1918032313937145,41189
27.0,2.0,2.0,24137,0.16549315545057033,9777
27.0,2.0,2.0,24137,0.15366818900767437,84741
27.0,2.0,2.0,24137,0.12755957387124636,1831
27.0,2.0,2.0,24137,0.12455433887079981,211220
28.0,2.0,2.0,10490,0.14532883425584964,26985
28.0,2.0,2.0,10490,0.14433655169389856,82377
28.0,2.0,2.0,10490,0.12677485617893886,19688
28.0,2.0,2.0,10490,0.1255279979129438,221981
28.0,2.0,2.0,10490,0.12218469955215149,371181
29.0,2.0,2.0,1812,0.13828930120204108,82622
29.0,2.0,2.0,1812,0.1267856651768604,10541
29.0,2.0,2.0,1812,0.12580452763645042,13746
29.0,2.0,2.0,1812,0.11679530355722043,20718
29.0,2.0,2.0,1812,0.11276164008593512,6641
30.0,2.0,2.0,4806,0.12305766200086932,135200
30.0,2.0,2.0,4806,0.11369018484537471,24238
30.0,2.0,2.0,4806,0.10965458812284144,50272
30.0,2.0,2.0,4806,0.10870737651223243,209410
30.0,2.0,2.0,4806,0.10438582581613978,45347
31.0,2.0,2.0,16406,0.21795405395893747,89325
31.0,2.0,2.0,16406,0.17686521064021704,73772
31.0,2.0,2.0,16406,0.1735123175097938,49350
31.0,2.0,2.0,16406,0.15190778818569817,374609
31.0,2.0,2.0,16406,0.15171564967547208,21765
32.0,2.0,2.0,17707,0.23109448209282743,13455
