,clstr_a,clstr_b,movie_id,cos_smltd,vecino_id
0.0,2.0,4.0,131232,0.15494104268199987,87035
0.0,2.0,4.0,131232,0.15483142303098973,79908
0.0,2.0,4.0,131232,0.15379728016383828,43987
0.0,2.0,4.0,131232,0.14533077605384592,49577
0.0,2.0,4.0,131232,0.14278049486196917,204436
1.0,2.0,4.0,79782,0.14225373990714618,54911
1.0,2.0,4.0,79782,0.13767965893691278,31223
1.0,2.0,4.0,79782,0.13552959232024422,83860
1.0,2.0,4.0,79782,0.13544208618373577,12453
1.0,2.0,4.0,79782,0.13439167103285987,37232
2.0,2.0,4.0,141210,0.21221342729752476,29362
2.0,2.0,4.0,141210,0.17254392219270756,86705
2.0,2.0,4.0,141210,0.13558272518531972,218443
2.0,2.0,4.0,141210,0.13272624385316334,15956
2.0,2.0,4.0,141210,0.12059519870725977,171738
3.0,2.0,4.0,143750,0.2330190912031557,73976
3.0,2.0,4.0,143750,0.2229866432671201,106199
3.0,2.0,4.0,143750,0.20950156186075786,346641
3.0,2.0,4.0,143750,0.20669653861798445,44472
3.0,2.0,4.0,143750,0.20487599939015674,285549
4.0,2.0,4.0,107946,0.1340127600502511,417877
4.0,2.0,4.0,107946,0.12196284942713342,21954
4.0,2.0,4.0,107946,0.11515063412620113,298312
4.0,2.0,4.0,107946,0.11348389718594308,93715
4.0,2.0,4.0,107946,0.1102636890739053,78432
5.0,2.0,4.0,74140,0.13008120772577714,214990
5.0,2.0,4.0,74140,0.1294582448769026,83564
5.0,2.0,4.0,74140,0.12932371036249599,413011
5.0,2.0,4.0,74140,0.1289348731678275,60440
5.0,2.0,4.0,74140,0.12513364818868225,44513
6.0,2.0,4.0,122190,0.14383005775374763,35379
6.0,2.0,4.0,122190,0.13762012247581734,142161
6.0,2.0,4.0,122190,0.12855099362328765,17347
6.0,2.0,4.0,122190,0.11629464217600476,24426
6.0,2.0,4.0,122190,0.09529705290045565,52918
7.0,2.0,4.0,11779,0.16659510081318035,49256
7.0,2.0,4.0,11779,0.15065996964681608,30192
7.0,2.0,4.0,11779,0.1453399782478639,137182
7.0,2.0,4.0,11779,0.1356671518609115,51230
7.0,2.0,4.0,11779,0.1315823385803062,101998
8.0,2.0,4.0,142132,0.17368498420740314,60440
8.0,2.0,4.0,142132,0.17053121663616438,253988
8.0,2.0,4.0,142132,0.16642813822742436,66068
8.0,2.0,4.0,142132,0.16368887219704775,193040
8.0,2.0,4.0,142132,0.16208799534609974,346641
9.0,2.0,4.0,171982,0.2510537764057597,44708
9.0,2.0,4.0,171982,0.21286913194891344,193040
9.0,2.0,4.0,171982,0.1653510382556593,345438
9.0,2.0,4.0,171982,0.16507583978206453,39298
9.0,2.0,4.0,171982,0.1641729008660154,12416
